longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,rooms_per_household,bedrooms_per_room,population_per_household,ocean_proximity_NEAR METRO,ocean_proximity_SUBURBAN,ocean_proximity_URBAN CENTER
1.687466624618508,1.028642000090554,0.9821426581785077,-0.8048190966246049,-0.9724764790070289,-0.974428597176841,-0.9770328537634586,2.3447657583017163,45260000.0,0.6285594533305325,-1.0299878326600307,-0.04959653614560169,True,False,False
-1.2585464437986726,-1.6676032227299582,-0.6070189133741593,2.045890099248613,1.357143430032187,0.8614388682720691,1.6699610275640624,2.3322379635373314,35850000.0,0.32704135754480507,-0.888897203367614,-0.09251223020604676,False,True,False
0.40558104585294663,-1.54790075949845,1.8561815225324745,-0.5357458858226144,-0.8270242636013051,-0.8207773518723147,-0.8436369170562416,1.7826994032844994,35210000.0,1.1556204656817255,-1.2916856603170461,-0.025842527794874767,False,False,False
1.5516363105360178,-1.6097333769786382,1.8561815225324745,-0.6242145905667101,-0.7197234489577383,-0.766028057568403,-0.7337814397679453,0.9329675088245888,34130000.0,0.1569660820761381,-0.44961280368178236,-0.050329301225959765,False,True,False
0.5858785051031339,-0.45384107243062355,1.8561815225324745,-0.4624039544285455,-0.6124226343141715,-0.7598466856308645,-0.6291571756838535,-0.012880995886439435,34220000.0,0.3447107993516698,-0.6390865735120892,-0.08561575927708796,False,False,True
1.308894513695688,-0.0962689598772669,1.8561815225324745,-0.7869420008473006,-0.7721816250057043,-0.8940707619888416,-0.8017872114226049,0.08744663781489194,26970000.0,-0.26972965928675957,0.27556334223291956,-0.08961841834804066,False,False,False
1.6707731634176246,1.1317681370050416,1.8561815225324745,-0.046188493767204096,-0.11406996185849487,-0.292711577779747,0.037822507852231305,-0.11136630682830236,29920000.0,-0.2009176972725172,-0.320241905288553,-0.0907249008582453,False,True,False
1.0316857221209028,-0.02633322155870671,1.8561815225324745,0.21463374975295366,0.35805362257319884,-0.2370792303419012,0.38569818593183636,-0.39513664957954914,24140000.0,-0.25523193267039723,0.11545768815478963,-0.12347647112857443,False,True,False
-1.3703042693388665,-1.2622796830307725,1.0616007367561409,-0.03702075234294548,0.30559544652523285,-0.1938096267791323,0.24968664262251708,-0.9423591469347639,22670000.0,-0.45870257434508765,0.7123724844420124,-0.10049920162528049,False,True,False
-0.5929138956935229,1.6809879114293844,1.8561815225324745,0.41861599644270797,0.40574287352589516,0.1108437044281183,0.56094382827269,-0.0944695752343217,26110000.0,-0.18528315780534899,-0.22350677477802203,-0.08650141812972065,False,True,False
1.0146456679995233,1.360020090502526,1.8561815225324745,-0.19883138848111012,-0.2452154019784098,-0.45519335442361397,-0.2551254315832256,-0.35139464349045885,28150000.0,0.019648332203345185,-0.2559604885221885,-0.07769971749617116,False,False,False
1.7000634232039313,0.9315295099201092,1.8561815225324745,0.3975301911669131,0.5130436881694619,0.0693402071332175,0.6132559603147358,-0.31591677092241194,24180000.0,-0.2653557555646469,0.013472548208497909,-0.09836594568187058,False,False,True
0.609705180936781,-0.7985482291480079,1.8561815225324745,-0.06635752490057306,-0.14983690007301712,-0.2891793652440107,-0.0824953958444742,-0.41882365648699876,21350000.0,-0.04298516714615038,-0.3603111613503341,-0.06975884916437779,True,False,False
0.43602445874375884,1.3223983541804079,1.8561815225324745,-0.8891623177277842,-0.8246398010536703,-0.9541183750963577,-0.8514837368625485,-0.6301117581014498,19130000.0,-0.5775805815362782,0.9292622171760023,-0.10474847893517437,False,False,False
-0.8010679965568003,-1.6036337642329426,1.8561815225324745,0.003317309923792452,0.21260140716747503,-0.18851130797552793,0.3150768076750744,-1.028527214284753,15920000.0,-0.47131898220505597,0.3533972225522698,-0.10743675682408677,True,False,False
